studentid,firstname,lastname,GPA,Major
13231,Sarette,Joni,3,Statistics
13232,Caressa,Winnick,2.5,Architecture
13233,Catrina,Malina,3,Sports
13234,Kenna,Randene,2.75,Science
13235,Janis,Carey,2,Health
13236,Melanie,Pozzy,2.625,Architecture
13237,Madelle,Caitlin,3,Engineering
13238,Cam,Pacorro,2.75,Sports
13239,Marjie,Kristi,2.625,Architecture
13240,Robbi,Old,2.75,Music
13241,Karina,Tiffa,2.875,IT
13242,Konstance,Khorma,2.875,Architecture
13243,Daryl,Stav,2.75,Computer science
13244,Nikki,Lalitta,3.125,Statistics
13245,Shel,Sikorski,2.5,Art
13246,Mellicent,Oriana,2.25,Robotics
13247,Jolyn,Naashom,3,Architecture
13248,Nita,Socha,2.25,Science
13249,Charmaine,Matthew,3,Computer science
13250,Lusa,Kazimir,2.5,Computer science
13251,Pollyanna,Granoff,3,Statistics
13252,Agnese,Barney,3.25,Psychology
13253,Maurene,Rogerio,3.125,Sports
13254,Nonnah,Sparhawk,3,Engineering
13255,Nita,Goth,3.125,Statistics
13256,Aigneis,Aprile,3.125,Health
13257,Betta,Quent,2.625,Music
13258,Basia,Fabiola,3.25,Sports
13259,Adriana,Evvie,2.875,Statistics
13260,Justinn,Schenck,2.875,Art
13261,Esmeralda,Aurelio,2.25,English
13262,Trudie,Fairweather,3.125,Graphic Design
13263,Cathie,Bibi,1.875,Health
13264,Bernie,Mozelle,2.5,History
13265,Brynna,Alfons,2.5,Art
13266,Allis,LaRue,2.25,Engineering
13267,Maisey,Norvol,2.25,Health
13268,Shaine,Riordan,3.25,IT
13269,Raina,Cimbura,2.5,Statistics
13270,Tina,Amasa,2.75,Architecture
13271,Yvonne,Roumell,2.625,History
13272,Lyssa,Kelula,2.375,Architecture
13273,Gui,Bevin,2.875,Sports
13274,Bertine,Delacourt,2.625,Music
13275,Elena,Dituri,2.875,Health
13276,Cissiee,Toor,3.125,Business/Commerce
13277,Ketti,Camden,2.625,Science
13278,Kellen,Maryanne,2.125,History
13279,Kelly,Pyle,3,Statistics
13280,Doralynne,Rosette,2.5,English
13281,Ursulina,Seessel,3.125,Graphic Design
13282,Emmey,Darrell,3.25,Statistics
13283,Tori,Dannye,2.625,Art
13284,Calla,Bebe,2.25,English
13285,Ezmeralda,Zaslow,2.625,Statistics
13286,Carmencita,Even,2.75,Music
13287,Neila,Vilma,3.5,Statistics
13288,Florie,Lail,2.75,Graphic Design
13289,Kylynn,Joni,2.25,Psychology
13290,Janis,Goode,2.875,English
13291,Janenna,Serilda,3,Graphic Design
13292,Helsa,Xerxes,2.25,Graphic Design
13293,Wynne,Thornburg,3,Robotics
13294,Merry,Drus,2.875,Music
13295,Rhoda,Zenas,2.75,Statistics
13296,Hannis,Emerson,2.25,Sports
13297,Edyth,Kannry,2.125,Health
13298,Annice,Hunfredo,2,Engineering
13299,Ann-Marie,Ummersen,2.75,Psychology
13300,Sybille,Stelle,2.75,Architecture
13301,Amii,Imelida,2.125,Business/Commerce
13302,Valli,Hylan,2.625,IT
13303,Ernesta,Sasnett,2.75,Art
13304,Janis,Zrike,3.625,IT
13305,Tani,Milson,2.75,Engineering
13306,Rozele,Friede,2.375,Sports
13307,Gilda,Ehrman,3.25,Engineering
13308,Gisela,Eben,3.125,Robotics
13309,Lynde,Socha,2.625,Sports
13310,Doralynne,Zina,2.5,Psychology
13311,Rosaline,Sinegold,2.5,Health
13312,Agathe,Bronk,3,Psychology
13313,Paulita,Milson,2.5,History
13314,Fanchon,Dorothy,2.75,Music
13315,Michaelina,Hillel,2.875,Computer science
13316,Vanessa,Hermes,2.625,Architecture
13317,Rosene,Johanna,3.25,Robotics
13318,Dominga,Andrel,2.5,History
13319,Halette,Noam,3.625,Art
13320,Leontine,Bennie,2.75,Statistics
13321,Kittie,Leopold,2.875,Psychology
13322,Mallory,Sibyls,1.5,English
13323,Aigneis,Stav,3.125,IT
13324,Micheline,Geffner,3.125,Health
13325,Calla,Toffic,2.75,IT
13326,Ronna,Brady,2.625,Graphic Design
13327,Monika,Dreda,3,History
13328,Eadie,Arley,3,Robotics
13329,Jacenta,Suanne,2.875,IT
13330,Audrie,Sundin,2.375,Graphic Design
13331,Ilse,Lemuela,2.75,History
13332,Leona,Juliet,2.875,IT
13333,Nanete,Haerr,2.375,English
13334,Catrina,Gusella,3.25,English
13335,Jessamyn,Fairweather,2.125,English
13336,Jeanna,Deny,3,Health
13337,Ilse,Ammann,2.5,Psychology
13338,Aubrie,Suzetta,2.625,Computer science
13339,Corry,Fabiola,2.375,Psychology
13340,Fidelia,Cosenza,3.375,Sports
13341,Jere,Greyson,3.125,Music
13342,Carolina,Morehouse,2.5,Robotics
13343,Ira,Helve,2.25,IT
13344,Belva,Gaspard,2.25,Health
13345,Dari,Thar,3.25,Architecture
13346,Therine,Papageno,2.75,Sports
13347,Florie,Luhe,2.75,English
13348,Sheree,Reneta,2.625,History
13349,Rivalee,Longfellow,2.875,Architecture
13350,Rayna,Pillsbury,2,Psychology
13351,Lila,August,2.5,History
13352,Desirae,Iphlgenia,2.75,Health
13353,Ulrike,Schenck,3,Robotics
13354,Judy,Ajay,3,Graphic Design
13355,Verla,Ehrman,3.25,Engineering
13356,Emylee,Jotham,3,Psychology
13357,Elbertina,Lane,2.375,History
13358,Madalyn,Jaylene,3.375,Art
13359,Brandise,Ethban,2.875,Statistics
13360,Tori,Taam,2.625,Architecture
13361,Briney,Carleen,2.625,Health
13362,Bettine,Niccolo,2.625,Statistics
13363,Gwenneth,Wildermuth,2.75,Sports
13364,Atlanta,Maiah,2.75,Architecture
13365,Etta,Milson,2.5,Health
13366,Sophia,Pillsbury,2.25,Psychology
13367,Merle,Erich,2.625,Computer science
13368,Andree,Uird,2.125,Engineering
13369,Cherilyn,Jaylene,2.25,History
13370,Queenie,Zaslow,2.5,Statistics
13371,Konstance,Tillford,3,English
13372,Dolli,Alisia,2.25,Art
13373,Lily,Thad,2.625,Computer science
13374,Marita,Monaco,3.125,History
13375,Tybie,Casimir,2.75,Psychology
13376,Kamilah,Koehler,2.5,Architecture
13377,Camile,Cynar,3.25,Science
13378,Tiffie,Drus,2.625,Statistics
13379,Cissiee,Dannye,2.5,Statistics
13380,Jany,Buttaro,2.75,Art
13381,Xylina,Astra,3,Engineering
13382,Vinita,Uird,2.375,History
13383,Deloria,Dorothy,3,Business/Commerce
13384,Gloria,Orlene,2.625,History
13385,Rubie,Alarise,2.125,Computer science
13386,Tressa,Breed,2.75,Psychology
13387,Karlee,Remmer,2.5,Architecture
13388,Mary,Percy,2.75,Art
13389,Sheelagh,Goth,2.125,Psychology
13390,Madalyn,Pernick,2.25,Architecture
13391,Cathie,Hartnett,2.875,Computer science
13392,Candy,Willie,2.375,Engineering
13393,Rhoda,Jacinda,2.875,Art
13394,Miquela,Doig,2.625,Art
13395,Lacie,Plato,2.375,Sports
13396,Kayla,Lunsford,2.625,IT
13397,Teddie,Thornburg,2.875,Architecture
13398,Ninnetta,Revkah,3.25,Psychology
13399,Wynne,Shaver,2.875,Psychology
13400,Ketti,Larochelle,2.625,Architecture
13401,Deirdre,Allys,2.5,History
13402,Dotty,Jotham,3,Psychology
13403,Margette,Weide,3,IT
13404,Shandie,Gualtiero,2.875,Health
13405,Blake,Greenwald,2.875,Health
13406,Anallese,Lorain,2.5,Statistics
13407,Daphne,Gaynor,3,Science
13408,Sara-Ann,Harned,2.25,Sports
13409,Florie,Bari,2.75,Health
13410,Lily,Forrer,2.875,History
13411,Karina,Viddah,2.625,Architecture
13412,Jean,Nea,3.5,Architecture
13413,Blinni,Karylin,3.125,Science
13414,Agnese,Laverne,2.875,Robotics
13415,Evaleen,Atonsah,2.5,Business/Commerce
13416,Aaren,Candy,2.25,Computer science
13417,Sharai,Charmine,3,Graphic Design
13418,Millie,Craggie,2.75,Architecture
13419,Mignon,Alisia,2.375,Computer science
13420,Janenna,Seligman,2.625,Engineering
13421,Nicoli,Shuler,3,Architecture
13422,Flory,Ariella,2.75,English
13423,Tatiania,Wesle,3.125,Psychology
13424,Jan,Regan,2.5,Art
13425,Clary,Obed,2.75,Statistics
13426,Marguerite,Arvo,3.125,Health
13427,Rosabelle,Milde,2.375,Business/Commerce
13428,Roz,Kazimir,2.375,Computer science
13429,Heddie,Garrison,2.75,English
13430,Penelopa,Gregrory,2.5,Computer science
13431,Aili,Anton,2.875,Robotics
13432,Marguerite,Dannye,3.375,History
13433,Arlina,Joni,2.75,Music
13434,Rosanne,Saint,3,Science
13435,Lauryn,Nester,2.875,Engineering
13436,Zaria,Pacorro,2.75,Music
13437,Claresta,Alabaster,2.5,Architecture
13438,Claudina,Zola,3.25,Engineering
13439,Carilyn,Vharat,2.875,Health
13440,Harrietta,Pernick,2.75,Engineering
13441,Robbi,Peonir,3.375,Science
13442,Ebonee,Chrystel,2.875,Computer science
13443,Etta,Cloris,3.125,Science
13444,Brana,Vanni,3.25,Computer science
13445,Brynna,Erb,2.75,History
13446,Lelah,Lesley,2.375,Psychology
13447,Fred,Sherrie,2.375,Art
13448,Corene,Braun,3.375,Computer science
13449,Siana,Ade,2.625,Graphic Design
13450,Latisha,Jefferey,2.875,English
13451,Sherrie,Carvey,2.125,History
13452,Dawn,Klemperer,2.5,Statistics
13453,Jenilee,Schlosser,3,Sports
13454,Fred,Crudden,2.625,Sports
13455,Binny,Mitzi,2.625,Art
13456,Shaine,McClimans,2.875,Engineering
13457,Cristabel,Concha,3.625,Business/Commerce
13458,Flory,Sparhawk,2.375,Music
13459,Corry,Corrine,2.375,Graphic Design
13460,Brena,Karl,2.75,IT
13461,Ottilie,Fiester,3,Psychology
13462,Meg,Frodi,3.125,Health
13463,Valera,Jorgan,2.875,Psychology
13464,Karolina,Alabaster,2.625,Science
13465,Riannon,Fancie,2.5,Music
13466,Farrah,Israeli,2.875,IT
13467,Cacilie,Trinetta,2.875,IT
13468,Shandie,Gusella,2.625,Engineering
13469,Olivette,Shuler,2.875,Engineering
13470,Dominga,Marcellus,2.5,History
13471,Arabel,Corabella,2.375,Health
13472,Christy,Peti,3,Robotics
13473,Cristine,Kellby,2.625,Statistics
13474,Kenna,Havens,3.75,Psychology
13475,Libbie,Rese,2.75,Science
13476,Jackie,Lymann,2.625,Sports
13477,Shaine,Ardeha,3.25,Statistics
13478,Emelina,Honoria,2.625,Psychology
13479,Dominga,Goth,2.625,Health
13480,Roseline,Codding,2.75,History
13481,Marnia,Stoller,3,Music
13482,Yetty,Dermott,3,Psychology
13483,Mellicent,Edee,3.25,Psychology
13484,Cassondra,Lynn,3,Psychology
13485,Teddie,Ruvolo,2.5,Computer science
13486,Tiffie,Stephie,2.25,Business/Commerce
13487,Fernande,Curren,2.375,English
13488,Elka,Yam,3,Sports
13489,Lacie,Kermit,3,History
13490,Elyssa,Johnsson,2.25,Computer science
13491,Philis,Faso,3.875,Engineering
13492,Jorry,Zetta,2.375,Architecture
13493,Verla,Sisile,3.25,Psychology
13494,Tina,Ulphia,2,Computer science
13495,Wendi,Dom,2.75,Graphic Design
13496,Dacia,Roscoe,2.625,History
13497,Kellen,Han,3.25,Psychology
13498,Ebonee,Zetta,2.25,IT
13499,Lorie,Pettiford,2.25,History
13500,Kirbee,Monaco,2.75,History
13501,Flo,Calhoun,2.5,Psychology
13502,Antonietta,Heidt,2.75,Computer science
13503,Candy,Gregrory,3.25,Business/Commerce
13504,Tierney,Gabrielli,2.625,Sports
13505,Carilyn,Randene,2.875,Psychology
13506,Romona,Sisile,2.875,Business/Commerce
13507,Valli,Phaidra,2.25,History
13508,Trixi,Laurianne,2.875,Graphic Design
13509,Ulrike,Yorick,3.375,Robotics
13510,Carree,Dowski,2.375,Computer science
13511,Gertrud,Elo,2.75,Art
13512,Eugine,Tatianas,2.375,IT
13513,Ellette,Barney,3,Art
13514,Candi,Standing,3,Graphic Design
13515,Annora,Estella,3.25,IT
13516,Codie,Geffner,2.75,Computer science
13517,Daune,Tufts,2.625,Robotics
13518,Kimberley,Kazimir,3.5,IT
13519,Jessamyn,Clara,2.375,English
13520,Tomasina,Shama,3,Music
13521,Aimil,Erich,2.375,English
13522,Noelle,Aurelio,2.625,Engineering
13523,Ariela,Si,2.75,Robotics
13524,Anica,Mandler,2.75,English
13525,Korrie,Mauer,2.625,Computer science
13526,Charissa,Saunderson,2.875,Sports
13527,Frieda,Toor,3.25,Computer science
13528,Lynnea,Clara,3.125,Art
13529,Cacilie,Kevon,2.25,Engineering
13530,Gale,Honoria,2.625,Health
13531,Kayla,Sibyls,2.75,History
13532,Tiffie,Kare,2.75,Business/Commerce
13533,Viki,Reidar,3.125,English
13534,Fidelia,Zetta,2.875,Sports
13535,Kassey,Nore,3.125,Music
13536,Cathyleen,Ashely,2.5,English
13537,Susette,Ophelia,2.75,Graphic Design
13538,Evaleen,Aloise,3.125,Architecture
13539,Cissiee,Suanne,3.125,Art
13540,Priscilla,Dom,2.25,Architecture
13541,Brianna,Jerald,2.875,Graphic Design
13542,Hope,Peti,2.25,Engineering
13543,Amii,Bollay,2.375,Business/Commerce
13544,Merry,Valoniah,2.625,IT
13545,Drucie,Olin,3.375,Sports
13546,Rebeca,Daveta,3.125,Robotics
13547,Renae,O'Rourke,2.5,Art
13548,Bertine,Dituri,3.5,Architecture
13549,Kamilah,Phyllis,3.25,English
13550,Nickie,Pascia,3.25,Business/Commerce
13551,Kittie,Blase,3.125,Psychology
13552,Xylina,Corrine,2.875,Graphic Design
13553,Jessamyn,Schalles,2.375,Science
13554,Alameda,Yam,2.875,Health
13555,Tani,Neva,2.75,Art
13556,Sue,Bergman,3.375,Art
13557,Dari,Gregrory,2.625,Music
13558,Frances,Maples,3.125,Statistics
13559,Leontine,Ciro,3.125,Architecture
13560,Jinny,Cavan,2.125,Statistics
13561,Penelopa,Wenda,2.875,Statistics
13562,Valera,Brackely,3,Business/Commerce
13563,Phedra,Bultman,2.75,IT
13564,Konstance,Hunfredo,2.5,Engineering
13565,Alameda,Tamsky,3.375,Psychology
13566,Shel,Ruvolo,2.75,Robotics
13567,Tierney,Peonir,2.25,Business/Commerce
13568,Cassondra,Fancie,3,Computer science
13569,Korrie,Redmond,2.5,Graphic Design
13570,Trudie,Niccolo,3.125,Robotics
13571,Layla,Ricarda,2.625,Statistics
13572,Gerrie,Merat,3.25,Architecture
13573,Cacilie,Pacorro,2.875,Psychology
13574,Tamqrah,Dyche,2.875,Graphic Design
13575,Katharina,Johanna,2.75,Graphic Design
13576,Marguerite,Fadiman,2.625,Psychology
13577,Tierney,Pozzy,3.125,Graphic Design
13578,Kary,Wattenberg,2.375,History
13579,Glenda,Kirbee,3.125,Art
13580,Emilia,Beniamino,2.375,IT
13581,Sheelagh,Liva,2.5,Robotics
13582,Gianina,Rooney,2.5,Engineering
13583,Wanda,Bennie,2,Architecture
13584,Elyssa,O'Neill,2.5,Graphic Design
13585,Mellicent,Martguerita,3,Robotics
13586,Gale,Madaih,2.75,Statistics
13587,Donetta,Salchunas,2.25,Robotics
13588,Marleah,Faria,3,Robotics
13589,Trixi,Hebner,3,English
13590,Karly,Raimondo,2.5,History
13591,Codie,Jerald,2.75,Science
13592,Lucy,Kosey,2.25,Sports
13593,Misha,Aldric,2.875,Art
13594,Yolane,Han,2.75,Engineering
13595,Robinia,Melan,2.75,Business/Commerce
13596,Alyda,Breed,2.25,Engineering
13597,Ileana,Goddard,3.25,Computer science
13598,Olivette,Papageno,2.5,Music
13599,Myriam,Engdahl,2.625,Robotics
13600,Linzy,Magdalen,3.125,Science
13601,Hope,Vanni,2.625,Robotics
13602,Veda,Bobbee,2.75,Health
13603,Karina,Carvey,3.25,Psychology
13604,Lelah,Goerke,3.125,Robotics
13605,Emilia,Weaks,2.5,English
13606,Bettine,Baylor,2.5,Computer science
13607,Danika,Jethro,2.875,Computer science
13608,Joane,Tippets,3.375,Statistics
13609,Rhoda,Goldina,2.75,Science
13610,Korrie,Neva,2.75,Art
13611,Blake,Seessel,3,Architecture
13612,Kerrin,Wiener,2.375,Business/Commerce
13613,Priscilla,Parette,2.25,Psychology
13614,Jessy,Etom,2.875,Graphic Design
13615,Anallese,Tamar,3,English
13616,Dulce,Angelis,2.75,Engineering
13617,Genevra,Sholley,2.875,Robotics
13618,Sarette,Flyn,2.75,Architecture
13619,Chloris,Han,2.5,Health
13620,Gabriellia,Pascia,3.125,Architecture
13621,Sallie,Alfons,2.875,History
13622,Lynea,Harday,2.5,Health
13623,Rani,Geffner,2.75,Architecture
13624,Joy,Shanley,2.5,Statistics
13625,Elsie,Reinke,3.5,IT
13626,Quintina,Waldron,2.625,Psychology
13627,Janeczka,Uird,3,Health
13628,Glenda,Brittani,3.125,Computer science
13629,Sophia,Ardra,2.75,Statistics
13630,Joy,Gaynor,2.625,Art
13631,Valli,Dorcy,2.375,IT
13632,Joeann,Brenn,2,Sports
13633,Dorothy,Munn,3.25,Art
13634,Goldie,Vale,3.375,Music
13635,Sherrie,Eben,2.25,Psychology
13636,Sheelagh,Clara,2.125,English
13637,Rhoda,Lemuela,2.75,IT
13638,Lenna,Paine,2.375,Computer science
13639,Lynea,Valerio,2.625,Music
13640,Leontine,Gibbeon,2.625,Computer science
13641,Hettie,Sammons,3.5,Music
13642,Gerrie,Telfer,2.75,Graphic Design
13643,Corly,Abernon,2,Engineering
13644,Sarette,Lia,3.5,Engineering
13645,Jinny,Means,2.5,Psychology
13646,Jany,Tillford,2.75,Psychology
13647,Catrina,Ax,3.25,Graphic Design
13648,Corina,Bollay,2.375,Graphic Design
13649,Mireielle,Dreda,2.875,Health
13650,Catharine,Tiffa,2.875,Psychology
13651,Millie,Macey,2.375,Health
13652,Pollyanna,Shanley,2.875,Graphic Design
13653,Emilia,Zachary,2.25,Engineering
13654,Winny,Darrell,3.5,History
13655,Oona,Leonard,3,Music
13656,Calla,Frendel,2.875,Music
13657,Lizzie,Margarete,2.75,Robotics
13658,Beth,Weitman,2.75,English
13659,Adelle,Dyche,2.375,Science
13660,Chloris,Pond,3.5,Sports
13661,Sue,Peonir,3,Architecture
13662,Ezmeralda,Woodberry,2.625,Health
13663,Celisse,Joseph,3,Music
13664,Dorothy,Brieta,2.75,Art
13665,Jacquetta,Kosey,2.625,Graphic Design
13666,Roslyn,Teddman,3.375,English
13667,Kirstin,Phaidra,2.75,Sports
13668,Fredericka,Vins,3.125,Health
13669,Phylis,Campball,3,Graphic Design
13670,Mathilda,Jagir,2.875,History
13671,Addia,Callista,2.625,Music
13672,Molli,Nisbet,2.25,Graphic Design
13673,Desirae,Obed,2.625,Engineering
13674,Farrah,Anselmi,2.25,Sports
13675,Marylou,Suzetta,2.875,Statistics
13676,Brena,Harned,2.625,Engineering
13677,Pearline,Adalbert,3.125,History
13678,Cissiee,Loleta,3,Health
13679,Linet,Othilia,3,Robotics
13680,Ekaterina,Jacinda,2.375,Music
13681,Cacilie,Bearnard,2,Music
13682,Myriam,Brady,2.75,Robotics
13683,Bibby,Goode,2.5,Business/Commerce
13684,Ellette,Ambrosia,2.625,Science
13685,Petronia,Artie,2.875,Architecture
13686,Georgina,Fillbert,3,Architecture
13687,Shel,Luhe,1.875,Sports
13688,Dyann,Ellerey,2.75,Psychology
13689,Lita,Bobbee,2.375,Business/Commerce
13690,Christian,Blase,2.75,History
13691,Maye,Rhu,2.125,English
13692,Jackie,Hubert,3.25,Science
13693,Starla,Ader,3,Art
13694,Bernie,Sheedy,2.625,Graphic Design
13695,Harrietta,Nisbet,2.625,IT
13696,Renie,Talia,2.625,English
13697,Gaylene,Schwejda,2.625,IT
13698,Thalia,Fillbert,2.75,Psychology
13699,Cecile,Cordi,2.375,Psychology
13700,Celisse,Standing,2.75,Psychology
13701,Agnese,Gilmour,3,History
13702,Kittie,Means,3.375,Sports
13703,Alleen,Dimitris,3,Psychology
13704,Dolli,Fredi,1.875,Art
13705,Donetta,O'Neill,2.125,History
13706,Dawn,Roumell,2.875,Psychology
13707,Lenna,Bonucci,2.625,Robotics
13708,Dode,Fiester,2.75,Music
13709,Minda,Monaco,2.125,Statistics
13710,Morganica,Boycey,3.375,Business/Commerce
13711,Jessamyn,Justinn,3.125,Graphic Design
13712,Caryl,Dielu,2.75,IT
13713,Meg,Myrilla,2.125,Robotics
13714,Carly,Ellerey,3,Sports
13715,Maye,Adrienne,2.5,Business/Commerce
13716,Danika,Salvidor,3.5,English
13717,Consuela,Vilma,2.375,Health
13718,Regina,Cosenza,2.75,Statistics
13719,Romona,Hamil,2.5,Psychology
13720,Lusa,Vernier,2.375,English
13721,Cristabel,Munn,2.75,Science
13722,Caressa,Stoller,3,Art
13723,Therine,Boycey,2.75,Psychology
13724,Kate,Bollay,3.125,Computer science
13725,Tierney,Artie,3.25,Psychology
13726,Maridel,Sancho,2.5,Business/Commerce
13727,Petronia,Dearborn,2.625,Architecture
13728,Selma,Wesle,2,Health
13729,Lilith,Daniele,3.25,Science
13730,Fanchon,Rad,3,IT
13731,Monika,Publia,3.125,Art
13732,Kathi,Parette,2.875,Art
13733,Carree,Tufts,2.5,IT
13734,Blondelle,Katrine,2.75,Psychology
13735,Darlleen,Bebe,3.125,Sports
13736,Glynnis,Tacye,2.5,Psychology
13737,Alyda,Willie,2,Graphic Design
13738,Katuscha,Chinua,2.5,Science
13739,Vanessa,Hedve,2.125,Computer science
13740,Ada,Tarrant,3.25,Computer science
13741,Augustine,Publia,3.25,Psychology
13742,Siana,Wesle,2.5,Art
13743,Jere,Hamil,2.875,Health
13744,Janenna,Cohdwell,3.375,IT
13745,Edith,LaRue,2.875,IT
13746,Teriann,Neils,3,Health
13747,Cristine,Solitta,2,History
13748,Elyssa,Ade,2,Computer science
13749,Cam,Secrest,2.5,Science
13750,Mildrid,Ciapas,2.625,Engineering
13751,Nataline,Rillings,2.625,Music
13752,Aili,Morehouse,3.25,Health
13753,Kimberley,Peonir,2.5,Engineering
13754,Olivette,Rona,2.75,Music
13755,Sallie,Schalles,3.25,Architecture
13756,Fanny,Birdella,2.625,Statistics
13757,Christian,Erminia,3.375,Architecture
13758,Belva,Roxanna,3.125,Art
13759,Mildrid,Old,2.25,Graphic Design
13760,Allis,Sabella,2.875,Health
13761,Marsiella,Talia,3.125,Music
13762,Gerrie,Lilas,3.125,Architecture
13763,Althea,Sabella,2.875,IT
13764,Ursulina,Timon,2.625,Engineering
13765,Alexine,Gordon,2.75,Architecture
13766,Fayre,Dulciana,2.375,Computer science
13767,Jerry,Elvyn,3.5,Engineering
13768,Theodora,Dreda,2.75,Architecture
13769,Kirbee,Posner,2.875,Robotics
13770,Desirae,Hazlett,2.875,Graphic Design
13771,Ezmeralda,Lareena,3,Statistics
13772,Alie,Winthorpe,3.25,English
13773,Kamilah,Durante,2.75,Engineering
13774,Wilma,Kinnard,3,Art
13775,Meriel,Loring,2.75,Statistics
13776,Dede,Natalia,2.75,Statistics
13777,Viviene,Adrienne,2.75,History
13778,Vevay,Beebe,2.875,History
13779,Kassey,Presber,2.875,Engineering
13780,Krystle,Gale,3.125,Art
13781,Deirdre,Judye,3,English
13782,Cristabel,Lesley,3,English
13783,Hope,Raseda,2,Art
13784,Dorene,Tufts,2,IT
13785,Nanete,Allys,2.75,History
13786,Helena,Clywd,2.75,Robotics
13787,Charissa,Vary,2.875,English
13788,Kore,Chaing,2.875,Art
13789,Correy,Rudolph,3,Art
13790,Mignon,Dermott,3,Computer science
13791,Nollie,Cassius,2.25,Robotics
13792,Marguerite,Daniele,3.25,History
13793,Jeanna,Felecia,2.125,Computer science
13794,Lily,Redmond,2.375,Health
13795,Gerrie,Nea,2.875,Computer science
13796,Andeee,Noelyn,3,Graphic Design
13797,Daryl,Imelida,3.25,English
13798,Jaclyn,Auberbach,2.625,Science
13799,Merle,Edmund,3.125,Health
13800,Gretal,Sikorski,3,Health
13801,Annaliese,Dowski,2.75,Art
13802,Valli,Kaete,2,Engineering
13803,Gwyneth,Harl,2.25,IT
13804,Ericka,Carleen,2.75,Statistics
13805,Celene,Tice,2.875,English
13806,Camile,Bonucci,3,Music
13807,Jessy,Burkle,2,Psychology
13808,Jenilee,Latini,2.875,Art
13809,Zsa Zsa,Klotz,2.625,Robotics
13810,Riannon,Orelee,2.75,Psychology
13811,Ulrike,Atcliffe,2.375,Health
13812,Alyssa,Cottle,2.625,Psychology
13813,Claresta,Jeanne,2.625,Computer science
13814,Olwen,Gordon,2,Statistics
13815,Ekaterina,Fillbert,2.875,Architecture
13816,Lyssa,Penelopa,2.75,Statistics
13817,Mildrid,McCutcheon,2.375,Sports
13818,Alleen,Jacinda,2.375,Science
13819,Amalie,Carri,2.875,Sports
13820,Odessa,Fabiola,2.625,Art
13821,Olivette,Margarete,3,Graphic Design
13822,Kathy,Khorma,2.625,IT
13823,Caritta,Merriott,2.375,Engineering
13824,Noelle,Kalinda,3.5,Engineering
13825,Roberta,Margarete,2.875,Psychology
13826,Doro,Maiah,2,Graphic Design
13827,Alyssa,Ehrman,3.125,English
13828,Gavrielle,Pernick,2.75,Psychology
13829,Ariela,Germann,3,Health
13830,Viki,Horan,2.75,Business/Commerce
13831,Nikki,Gabrielli,2.25,Computer science
13832,Desirae,Natica,1.875,English
13833,Ronna,Bendick,2.5,Music
13834,Collen,Gabrielli,2.25,English
13835,Sibella,Jerold,2.75,Architecture
13836,Lynnea,Ortrude,2.125,Health
13837,Calla,Modie,2.875,Health
13838,Ellette,Diogenes,2.375,Science
13839,Gui,Donoghue,2.625,Health
13840,Heddie,Justinn,2.5,Art
13841,Cassondra,Sholley,2.625,Science
13842,Aryn,Ellerey,2.375,Music
13843,Mariann,Kare,2.625,Architecture
13844,Lorie,Terrence,3.25,Graphic Design
13845,Dale,Meter,2.625,Computer science
13846,Shirlee,Primalia,3.375,Architecture
13847,Cecile,Sophronia,2.625,Psychology
13848,Katharina,Smitt,2.875,Graphic Design
